"","TYPEOFTREE","SPECIESTYPE","SPECIES","AGE","DESCRIPTION","TREESURROUND","VIGOUR","CONDITION","DIAMETERinCENTIMETRES","SPREADRADIUSinMETRES","TREELOCATIONX","TREELOCATIONY","LONGITUDE","LATITUDE","TREETAG","TREEHEIGHTinMETRES"
"28144","ParkTree","Larch","Larix decidua","Young Mature","Semi-Mature","Woodland","Low","Poor",63,7,332918.74,378887.3,-5.942038,54.640618,"255",23
"28151","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Woodland","Low","Poor",43,4,332927.74,378878.97,-5.941902,54.640541,"263",15
"28173","ParkTree","Spruce","Picea abies","Young Mature","Semi-Mature","Shrubs","Low","Poor",48,3,333048.55,379117.24,-5.939924,54.642648,"516",21
"28238","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Woodland","Low","Poor",65,7,332811.37,378561.71,-5.943847,54.637723,"164",23
"28250","ParkTree","Alder","Alnus glutinosa","Young Mature","Semi-Mature","Grass","Low","Poor",65,6,332759.41,378603.93,-5.944632,54.638116,"283",17
"28266","ParkTree","Spruce","Picea abies","Young Mature","Semi-Mature","Shrubs","Low","Poor",53,4,333057.52,379128.62,-5.93978,54.642748,"545",25
"28267","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Shrubs","Normal","Poor",37,6,333055.16,379138.04,-5.939813,54.642833,"550",18
"28270","ParkTree","Lime","Tilla cordata","Young Mature","Semi-Mature","Shrubs","Low","Poor",48,5,333049.45,379147.46,-5.939897,54.642919,"554",23
"28271","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Shrubs","Normal","Poor",47,6,333055.84,379157.56,-5.939793,54.643008,"556",23
"28313","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Woodland","Normal","Poor",38,4,332738.04,378538.49,-5.944993,54.637534,"68",18
"28325","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Woodland","Low","Poor",49,3,332818.57,378589.61,-5.943723,54.637972,"191",16
"28327","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Woodland","Low","Poor",61,4,332849.43,378600.46,-5.943241,54.638061,"203",13
"28341","ParkTree","Alder","Alnus glutinosa","Young Mature","Semi-Mature","Bare Ground","Low","Poor",66,4,332636.55,378687.98,-5.946496,54.638903,"1452",17
"28383","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",36,3,332595.89,378688.49,-5.947125,54.638918,"1490",21
"28390","ParkTree","Pine","Lodgepole Pine","Young Mature","Semi-Mature","Bare Ground","Low","Poor",54,3,332886.49,379230.13,-5.942382,54.643704,"1176",24
"28393","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Low","Poor",54,3,332899.17,379208.37,-5.942195,54.643505,"1181",19
"28394","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",65,3,332891.1,379204.67,-5.942322,54.643474,"1182",26
"28395","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",38,4,332889.08,379203.55,-5.942354,54.643465,"1183",14
"28396","ParkTree","Larch","Larix decidua","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",39,2,332898.73,379196.14,-5.942208,54.643396,"1184",24
"28397","ParkTree","Larch","Larix decidua","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",43,4,332906.01,379193.9,-5.942096,54.643374,"1185",24
"28406","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",39,2,332594.86,378654.42,-5.947156,54.638612,"1500",19
"28425","ParkTree","Spruce","Picea abies","Young Mature","Semi-Mature","Bare Ground","Low","Poor",45,3,332908.36,379289.96,-5.942016,54.644235,"1830",16
"28426","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Bare Ground","Low","Poor",56,3,332854.23,379273.04,-5.942862,54.644098,"1820",22
"28431","ParkTree","Pine","Lodgepole Pine","Young Mature","Semi-Mature","Bare Ground","Low","Poor",56,3,332863,379269.11,-5.942728,54.64406,"1816",24
"28436","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",67,4,333074.33,379383.01,-5.939405,54.645027,"989",19
"28438","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Low","Poor",43,3,333060.88,379486.22,-5.939566,54.645957,"1121",18
"28439","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Low","Poor",54,4,333062.19,379495.72,-5.939541,54.646042,"1120",19
"28440","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Low","Poor",38,2,333110.77,379409.9,-5.938828,54.645259,"1005",16
"28450","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Low","Poor",65,4,333017.26,379471.27,-5.940248,54.645834,"1135",21
"28451","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Low","Poor",68,3,333037.58,379472.58,-5.939933,54.645841,"1137",21
"28454","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",69,5,332676.97,378726.51,-5.945853,54.639238,"1413",20
"28459","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",49,4,332978.36,379528.58,-5.940824,54.646359,"1975",15
"28464","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Bramble/Briars","Normal","Poor",63,8,332980.17,379535.9,-5.940793,54.646424,"1983",15
"28469","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",47,4,332975.44,379557.95,-5.940856,54.646624,"1990",18
"28473","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",60,11,332882.05,379595.76,-5.942285,54.646988,"1997",18
"28481","ParkTree","Pine","Pinus nigra","Young Mature","Semi-Mature","Bramble/Briars","Low","Poor",48,3,332749.06,379036.54,-5.944597,54.642002,"1732",21
"28482","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",43,4,332659.27,378731.92,-5.946124,54.639291,"1417",21
"28592","ParkTree","Plane","Platanus (type)","Young","Juvenile/Young","Bramble/Briars","Low","Poor",35,7,333015.79,376643.58,-5.941554,54.62045,"2589",9
"28640","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",85,4,331998.93,368716.47,-5.960843,54.549552,"1733",13
"28663","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Bare Ground","Low","Poor",82,9,333158.24,379398.12,-5.938099,54.645141,"791",23
"28668","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bramble/Briars","Normal","Poor",58,8,332973.18,378949.44,-5.941167,54.641161,"440",17
"28669","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Bramble/Briars","Low","Poor",103,14,332972.5,378985.55,-5.941161,54.641486,"447",19
"28670","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bramble/Briars","Low","Poor",80,7,332951.19,378971.64,-5.941497,54.641367,"450",19
"28682","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Woodland","Low","Poor",74,4,331677.65,368387,-5.965952,54.546678,"2262",15
"28684","ParkTree","Pine","Pinus sylvestris","Mature","Mature","Shrubs","Low","Poor",74,4,332986.99,379027.49,-5.940918,54.641858,"487",23
"28685","ParkTree","Maple","Acer platanoides","Mature","Mature","Bramble/Briars","Low","Poor",95,6,333007.47,379067.32,-5.940583,54.642211,"496",19
"28702","ParkTree","Beech","Fagus sylvatica","Mature","Mature","Woodland","Low","Poor",85,6,332179.73,369206.17,-5.957831,54.553901,"159",25
"28705","ParkTree","Lime","Tilla cordata","Mature","Mature","Shrubs","Low","Poor",71,16,333048.66,379151.84,-5.939907,54.642959,"555",22
"28706","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",40,0,332650.7,378746.09,-5.946251,54.639421,"1625",22
"28713","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Normal","Poor",93,7,332676.27,378782.96,-5.945838,54.639745,"1657",21
"28726","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Normal","Poor",88,5,332574.75,378676.36,-5.947458,54.638815,"1485",23
"28733","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Low","Poor",81,5,333066.13,379525.22,-5.939467,54.646306,"1114",27
"28734","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Low","Poor",70,4,333068.42,379490.31,-5.939447,54.645992,"1118",21
"28735","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Normal","Poor",79,3,332677.63,378755.03,-5.94583,54.639494,"1400",21
"28737","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Normal","Poor",79,5,332670.09,378723.07,-5.945961,54.639209,"1414",22
"28741","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Bare Ground","Normal","Poor",90,4,332603.77,378720.1,-5.946989,54.6392,"1447",21
"28743","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Shrubs","Normal","Poor",73,7,340763.04,373742.38,-5.823102,54.59231,"41",17
"28774","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Grass","Low","Poor",95,7,333014.67,376635.07,-5.941575,54.620374,"2587",15
"28775","ParkTree","Poplar","Populus nigra","Mature","Mature","Grass","Low","Poor",94,8,333013.54,376648.79,-5.941586,54.620497,"2590",25
"28779","ParkTree","Poplar","Populus nigra","Mature","Mature","Bramble/Briars","Low","Poor",71,9,333013.05,376653.71,-5.941591,54.620542,"2591",25
"28786","ParkTree","Ash","Fraxinus excelsior","Mature","Mature","Grass","Low","Poor",78,6,333072.4,376381.85,-5.940797,54.618086,"2727",21
"28821","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Woodland","Low","Poor",96,8,332386.31,368850.11,-5.954801,54.550651,"903",13
"28824","ParkTree","Maple","Acer platanoides","Fully Mature","Fully Mature","Bramble/Briars","Low","Poor",103,9,332979.23,378955.05,-5.941071,54.64121,"441",16
"28839","ParkTree","Pine","Pinus (type)","Fully Mature","Fully Mature","Shrubs","Low","Poor",104,8,332998.7,379078.79,-5.940714,54.642316,"495",21
"28840","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Woodland","Low","Poor",105,8,331655,368395.9,-5.966298,54.546764,"2266",25
"28842","ParkTree","Maple","Acer platanoides","Fully Mature","Fully Mature","Shrubs","Low","Poor",97,10,332994.6,379144.44,-5.940747,54.642906,"535",18
"28847","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Woodland","Normal","Poor",116,10,333178.6,379387.7,-5.937788,54.645042,"644",22
"28851","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Woodland","Normal","Poor",125,15,333266.09,379461.05,-5.936401,54.645677,"666",25
"28859","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Bare Ground","Low","Poor",96,7,332913.98,379226.99,-5.941958,54.643669,"1179",17
"28863","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Bare Ground","Low","Poor",114,6,333066.46,379521.78,-5.939463,54.646275,"1115",27
"28866","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Bare Ground","Low","Poor",125,8,333064.65,379473.76,-5.939513,54.645844,"1122",18
"28870","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Bare Ground","Normal","Poor",131,11,332903.32,379588.22,-5.941959,54.646914,"1995",21
"28874","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Bare Ground","Low","Poor",118,4,333044.14,379519.78,-5.93981,54.646263,"1139",22
"28890","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Bare Ground","Low","Poor",96,10,332859.36,377058.69,-5.943786,54.624218,"2614",15
"28892","ParkTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Woodland","Low","Poor",39,6,332284.2,369126.05,-5.956254,54.553155,"227",15
"28896","ParkTree","Willow","Salix caprea","Young Mature","Semi-Mature","Woodland","Low","Poor",64,5,333701.56,370067.99,-5.933936,54.561239,"1052",9
"28897","ParkTree","Elder","Sambucus nigra","Young Mature","Semi-Mature","Woodland","Low","Poor",51,3,333703.22,370066.01,-5.933911,54.561221,"1050",7
"28899","ParkTree","Willow","Salix caprea","Young Mature","Semi-Mature","Woodland","Low","Poor",51,3,333352.29,370451.27,-5.939158,54.564772,"358",10
"28905","ParkTree","Willow","Salix (type)","Mature","Mature","Grass","Normal","Poor",85,4,334017.14,370570,-5.928832,54.565662,"1523",11
"28907","ParkTree","Elder","Sambucus nigra","Fully Mature","Fully Mature","Woodland","Low","Poor",100,4,333703.69,370059.78,-5.933907,54.561165,"1049",8
"28916","ParkTree","Willow","Salix (type)","Young Mature","Semi-Mature","Grass","Low","Poor",63,7,332674.44,376705.41,-5.946806,54.621095,"2669",23
"28920","ParkTree","Alder","Alnus glutinosa","Young Mature","Semi-Mature","Bramble/Briars","Low","Poor",69,6,330292.26,367711.12,-5.987644,54.540968,"1628",13
"28925","ParkTree","Willow","Salix caprea","Young Mature","Semi-Mature","Woodland","Low","Poor",60,4,333899.03,370377.74,-5.930745,54.563967,"521",8
"28927","ParkTree","Willow","Salix caprea","Young Mature","Semi-Mature","Woodland","Low","Poor",57,3,333379.51,370363.52,-5.938777,54.563977,"673",11
"28928","ParkTree","Willow","Salix caprea","Young","Juvenile/Young","Woodland","Low","Poor",28,3,333380.1,370361.56,-5.938769,54.563959,"674",11
"28935","ParkTree","Willow","Salix caprea","Fully Mature","Fully Mature","Woodland","Low","Poor",100,5,333813.24,370362.94,-5.932077,54.563857,"536",12
"28937","ParkTree","Willow","Salix caprea","Fully Mature","Fully Mature","Woodland","Low","Poor",120,7,333807.65,370364.7,-5.932162,54.563875,"539",9
"28939","ParkTree","Willow","Salix caprea","Mature","Mature","Woodland","Normal","Poor",80,4,333888.92,370556.25,-5.930819,54.565573,"461",9
"28940","ParkTree","Willow","Salix (type)","Fully Mature","Fully Mature","Woodland","Low","Poor",100,10,333334.46,369673.28,-5.939785,54.557792,"151",13
"28947","StreetTree","Rowan","Sorbus commixta","Semi-Mature","Semi Mature","Tarmac","Low","Poor",24,3,332931.84,372519.14,-5.944719,54.583446,"",7
"28953","ParkTree","Cherry","Prunus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",47,8,336691.38,373281.19,-5.886259,54.589286,"2682",13
"28954","ParkTree","Pine","Pinus sylvestris","Young","Juvenile/Young","Grass","Normal","Poor",29,3,331588.39,368712.52,-5.967185,54.549623,"3266",16
"28957","StreetTree","Lime","Tilla x europaea","Semi-Mature","Semi Mature","Tarmac","Low","Poor",29,4,333218.27,376409.95,-5.938527,54.618299,"",11
"28970","ParkTree","Lime","Tilla x europaea","Young Mature","Semi-Mature","Grass","Low","Poor",59,5,331507.42,375126.6,-5.965568,54.607226,"482",13
"28989","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Woodland","Low","Poor",51,12,330121.68,368090.79,-5.990111,54.54442,"2637",21
"29014","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Woodland","Low","Poor",67,4,332133.35,368627,-5.958807,54.548714,"1233",12
"29015","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",59,4,331832.41,370369.69,-5.962675,54.564437,"",14
"29025","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",49,5,333076.77,376718.23,-5.940576,54.621104,"",15
"29030","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",41,5,333965.48,375670.82,-5.927306,54.611467,"",12
"29035","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Grass","Normal","Poor",37,4,331635.21,368654.41,-5.966488,54.54909,"3253",19
"29048","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Grass","Low","Poor",54,8,330760.41,372884.88,-5.978118,54.587295,"3508",0
"29049","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Grass","Normal","Poor",42,5,331591.14,368709.01,-5.967144,54.549591,"3264",20
"29062","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",76,7,331744.25,368644.44,-5.964808,54.548972,"2704",20
"29063","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Woodland","Low","Poor",66,7,331757.9,368687.22,-5.964579,54.549352,"2708",18
"29067","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Woodland","Low","Poor",60,11,331768.58,368714.6,-5.964401,54.549595,"2714",19
"29073","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Woodland","Low","Poor",70,3,331989.78,368828.37,-5.960934,54.550559,"1488",25
"29076","ParkTree","Hawthorn","Crataegus monogyna","Young Mature","Semi-Mature","Woodland","Low","Poor",41,3,333356.81,369929.75,-5.939324,54.560089,"825",9
"29081","ParkTree","Cherry","Prunus (type)","Young Mature","Semi-Mature","Shrubs","Normal","Poor",53,5,332827.65,380698.62,-5.942626,54.656902,"3356",9
"29107","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",94,9,329979.33,368012.32,-5.992343,54.543752,"2797",26
"29137","StreetTree","Pine","Pinus nigra","Mature","Mature","Tarmac","Low","Poor",93,7,337305.59,373866.88,-5.876491,54.594377,"",20
"29143","ParkTree","Maple","Acer platanoides","Mature","Mature","Grass","Low","Poor",73,8,331310.23,370902.96,-5.970504,54.56936,"908",14
"29153","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",92,12,331763.62,368705.07,-5.964482,54.549511,"2711",22
"29154","ParkTree","Oak","Quercus robur","Mature","Mature","Woodland","Low","Poor",81,11,331766.9,368711.93,-5.964428,54.549572,"2713",22
"29155","ParkTree","N/A","N/A","Mature","Mature","Woodland","Normal","Poor",75,7,331769.57,368723.82,-5.964382,54.549678,"2719",20
"29171","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Bare Ground","Normal","Poor",83,7,332992.16,380715.92,-5.940071,54.657014,"3507",21
"29177","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Grass","Low","Poor",89,11,334667.81,372806.64,-5.917756,54.585568,"321",24
"29179","ParkTree","Oak","Quercus robur","Mature","Mature","Grass","Low","Poor",76,8,334763.91,372496.46,-5.916413,54.582758,"946",17
"29231","ParkTree","Oak","Quercus robur","Fully Mature","Fully Mature","Woodland","Low","Poor",96,8,332010.29,368775.78,-5.960641,54.550082,"1392",16
"29243","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Grass","Low","Poor",98,6,333481.38,375277.37,-5.934972,54.608063,"34",18
"29245","ParkTree","Oak","Quercus robur","Fully Mature","Fully Mature","Woodland","Low","Poor",111,14,331770.34,368717.42,-5.964373,54.54962,"2715",22
"29272","StreetTree","Birch","Betula jacquemontii","Semi-Mature","Semi Mature","Tarmac","Normal","Poor",14,2,332186.2,369954.05,-5.957396,54.560614,"",8
"29299","StreetTree","Lime","Tilla cordata 'Green Spire'","Semi-Mature","Semi Mature","Paved Brick Paviour","Normal","Poor",15,2,333685.91,373020.73,-5.932836,54.58775,"",9
"29321","ParkTree","Cherry","Prunus 'Amanogawa'","Young","Juvenile/Young","Grass","Low","Poor",25,7,338372.77,374372.8,-5.859755,54.598628,"8",6
"29324","ParkTree","Rowan","Sorbus aucuparia","Young","Juvenile/Young","Shrubs","Low","Poor",23,3,338317.76,375126.2,-5.860251,54.605406,"332",7
"29345","StreetTree","Lime","Tilla x europaea","Semi-Mature","Semi Mature","Tarmac","Low","Poor",22,3,334810.35,371594.12,-5.916109,54.574645,"",6
